title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type,stars_list,genre_list,rating_norm,runtime_norm
A Christmas Cookie Catastrophe,TV-G,84.0,6.3,,"Comedy, Romance",2022.0,Annie Cooper has big shoes to fill when she takes over as CEO of her late grandmother's small-town cookie company and is doing her best to help their struggling business get back on track. ...                See full summary »,Jeff Beesley,"Rachel Boston, Victor Webster, Averie Peters, Stephanie Sy, ",959,,"https://m.media-amazon.com/images/M/MV5BNTU5MzcyNDgtMTg2MC00YzBhLTg4ZGQtNTViZjZmNzE2NGZlXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Rachel Boston', 'Victor Webster', 'Averie Peters', 'Stephanie Sy']","['Comedy', 'Romance']",0.6329113924050633,0.41919191919191917
Christmas at Castle Hart,TV-G,84.0,6.2,,"Comedy, Romance",2021.0,"Brooke Bennett goes to Ireland for Christmas to search for her Irish roots. While there, she meets Aiden Hart. Mistaken for an elite event planner, she's hired to host his castle's epic Christmas party.",Stefan Scaini,"Lacey Chabert, Stuart Townsend, Ali Hardiman, Kate O'Toole, ","1,959",,"https://m.media-amazon.com/images/M/MV5BODMzNmE0ZTItODRmNi00NjYwLTllNzMtYmIzM2JmOTk5M2I0XkEyXkFqcGdeQXVyODcyMTQ4MTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Lacey Chabert', 'Stuart Townsend', 'Ali Hardiman', ""Kate O'Toole""]","['Comedy', 'Romance']",0.6202531645569621,0.41919191919191917
A Christmas Movie Christmas,Unrated,88.0,5.6,,"Comedy, Fantasy, Romance",2019.0,"After making a Christmas Eve wish to Santa, two sisters wake up inside a Christmas movie.",Brian Herzlinger,"Brant Daugherty, Lana McKissack, Kimberly Daugherty, Ryan Merriman, ","1,514",,"https://m.media-amazon.com/images/M/MV5BNzJmYzM2ZDgtNDc3OC00NzRhLThjNDMtNzkxNDA4MjdmZTA0XkEyXkFqcGdeQXVyMTQ3Mzk1NzQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Brant Daugherty', 'Lana McKissack', 'Kimberly Daugherty', 'Ryan Merriman']","['Comedy', 'Fantasy', 'Romance']",0.5443037974683544,0.4393939393939394
Christmas on the Square,TV-PG,98.0,5.2,51.0,"Comedy, Family, Musical",2020.0,"An embittered scrooge of a woman plans to sell her small town, regardless of the consequences to the people who live there. However, a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems herself.",Debbie Allen,"Dolly Parton, Jenifer Lewis, Josh Segarra, Jeanine Mason, ","3,031",,"https://m.media-amazon.com/images/M/MV5BYTkxZDY2NjMtMDE2MC00ZDVjLWI4ZGYtYWIxYzM0OGIwMDRkXkEyXkFqcGdeQXVyMTI0Njk2Nzk0._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Dolly Parton', 'Jenifer Lewis', 'Josh Segarra', 'Jeanine Mason']","['Comedy', 'Family', 'Musical']",0.49367088607594944,0.4898989898989899
Beauty and the Beast: The Enchanted Christmas,G,72.0,5.9,,"Animation, Family, Fantasy",1997.0,"Astonished to find the Beast has a deep-seated hatred for the Christmas season, Belle endeavors to change his mind on the matter.",Andrew Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Ogden Stiers, ","11,799",,"https://m.media-amazon.com/images/M/MV5BZTdlZWYzNTctNWNhMC00YzBlLTk4MjktMTU1OTYwZWQ4NWQyXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"[""Paige O'Hara"", 'Robby Benson', 'Jerry Orbach', 'David Ogden Stiers']","['Animation', 'Family', 'Fantasy']",0.5822784810126583,0.35858585858585856
Everything Christmas,TV-G,85.0,6.0,,Romance,2023.0,"Christmas enthusiast, Lori-Jo embarks on an epic 3 day road trip with her workaholic best friend, Victoria to the town where it's Christmas all year round. They run into handsome, like-minded strangers Zach and Jason.",Marni Banack,"Cindy Busby, Katherine Barrell, Corey Sevier, Matt Wells, ",702,,"https://m.media-amazon.com/images/M/MV5BNzIyNGUxNjQtMGRhNi00NzY3LTg3ZTgtYmFiYmZlYWFiZjBhXkEyXkFqcGdeQXVyMTgyODAyNQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Cindy Busby', 'Katherine Barrell', 'Corey Sevier', 'Matt Wells']",['Romance'],0.5949367088607596,0.42424242424242425
The Nine Kittens of Christmas,TV-G,84.0,6.6,,"Comedy, Drama, Family",2021.0,Zachary and Marilee are thrown back together at Christmas when they're tasked with finding homes for a litter of adorable kittens.,David Winning,"Brandon Routh, Kimberley Sustad, Gregory Harrison, Stephanie Bennett, ","1,851",,"https://m.media-amazon.com/images/M/MV5BNTg0MTdlOTItMTJjNi00NTYyLWI3MTEtYWM1OTViYWZkOTEwXkEyXkFqcGdeQXVyMDA0Mjk4MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Brandon Routh', 'Kimberley Sustad', 'Gregory Harrison', 'Stephanie Bennett']","['Comedy', 'Drama', 'Family']",0.6708860759493671,0.41919191919191917
A Christmas in Vermont,TV-PG,86.0,5.5,,"Comedy, Romance",2016.0,A company executive is tasked with liquidizing a small town outerwear manufacturer over the Christmas season.,Fred Olen Ray,"Abigail Hawk, Chevy Chase, David O'Donnell, Howard Hesseman, ","1,235",,"https://m.media-amazon.com/images/M/MV5BZDQwNDE2NTQtY2JjOC00NTM5LWE0ZDEtYTg1YWYxYjY1NDc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Abigail Hawk', 'Chevy Chase', ""David O'Donnell"", 'Howard Hesseman']","['Comedy', 'Romance']",0.5316455696202532,0.4292929292929293
Jolly Good Christmas,TV-G,90.0,6.6,,"Comedy, Romance",2022.0,"David (Kemp) is an American architect who recently moved to London for a prime opportunity in a prestigious firm. With just three days before Christmas, he must still purchase a gift for ...                See full summary »",Jonathan Wright,"Will Kemp, Reshma Shetty, Callum Blue, Su McLaughlin, ","1,409",,"https://m.media-amazon.com/images/M/MV5BYWVlNTNiZjUtZGZhOC00ZGIyLWFjYTUtYmM2MzZlOWY2ZTE4XkEyXkFqcGdeQXVyMzI5MDUwMTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Will Kemp', 'Reshma Shetty', 'Callum Blue', 'Su McLaughlin']","['Comedy', 'Romance']",0.6708860759493671,0.4494949494949495
The Christmas Shoes,TV-PG,100.0,6.6,,"Drama, Family",2002.0,"A young boy tries to get a pair of Christmas shoes for his dying mother, while a lawyer tries to deal with the break-up of his marriage.",Andy Wolk,"Rob Lowe, Kimberly Williams-Paisley, Max Morrow, Maria del Mar, ","2,851",,"https://m.media-amazon.com/images/M/MV5BMTk5MzkxNjEzMF5BMl5BanBnXkFtZTcwMjc5ODczMQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Rob Lowe', 'Kimberly Williams-Paisley', 'Max Morrow', 'Maria del Mar']","['Drama', 'Family']",0.6708860759493671,0.5
A Maple Valley Christmas,TV-G,85.0,6.3,,"Comedy, Drama, Romance",2022.0,"Erica is a rancher who has spent her whole life working the family farm with her mother and sister. When Aaron arrives and disrupts her plans, she starts to question what it is she actually wants.",Paul Ziller,"Peyton List, Andrew W. Walker, Frances Flanagan, Ella Cannon, ","1,175",,"https://m.media-amazon.com/images/M/MV5BMDQxMGMwOTgtMzIxOS00MzJmLWE2YzQtNmYzOGE3OWM1ZDFhXkEyXkFqcGdeQXVyMTU4MzAyNTkw._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Peyton List', 'Andrew W. Walker', 'Frances Flanagan', 'Ella Cannon']","['Comedy', 'Drama', 'Romance']",0.6329113924050633,0.42424242424242425
Cross Country Christmas,TV-G,83.0,6.6,,"Comedy, Romance",2020.0,"After their flight is diverted, two old school friends work together to try and get back home in time for Christmas.",Catherine Cyran,"Rachael Leigh Cook, Greyston Holt, Jon Cor, Robyn Bradley, ","1,937",,"https://m.media-amazon.com/images/M/MV5BNTFjYjhlNDEtMDBkOC00NjU2LTg5YjctZGY4YmEzZTYwODMzXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Rachael Leigh Cook', 'Greyston Holt', 'Jon Cor', 'Robyn Bradley']","['Comedy', 'Romance']",0.6708860759493671,0.41414141414141414
The Christmas Cottage,TV-G,90.0,6.3,,"Comedy, Drama, Romance",2017.0,"While helping to organize her best friend's Christmas wedding, a successful designer reconnects with an old flame.",Paul A. Kaufman,"Merritt Patterson, Steve Lund, Brittney Wilson, Victor Zinck Jr., ","2,340",,"https://m.media-amazon.com/images/M/MV5BN2I0MGU2ZDgtN2MwMy00ODVjLTg0YjktODJjMDUxMzdlNTRkXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Merritt Patterson', 'Steve Lund', 'Brittney Wilson', 'Victor Zinck Jr.']","['Comedy', 'Drama', 'Romance']",0.6329113924050633,0.4494949494949495
Nativity Rocks!,,100.0,4.3,,"Comedy, Family, Musical",2018.0,The staff and students of St Bernadette's Primary School in Coventry audition for a place in a rock-musical competition.,Debbie Isitt,"Simon Lipkin, Craig Revel Horwood, Daniel Boys, Anna Chancellor, ",771,,"https://m.media-amazon.com/images/M/MV5BNmY4OGM5M2ItZWIzNy00NjUxLTg1MDEtMzE3YjMyNzE0ZjQ0XkEyXkFqcGdeQXVyMzA4NzM1Njk@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Simon Lipkin', 'Craig Revel Horwood', 'Daniel Boys', 'Anna Chancellor']","['Comedy', 'Family', 'Musical']",0.379746835443038,0.5
Mr. Soft Touch,Approved,93.0,6.6,,"Crime, Drama, Romance",1949.0,"When he learns that a gangster has taken over his nightclub and murdered his partner, returning WW2 hero Joe Miracle steals the money from the club's safe and hides in a settlement home, while the mob is on his tail.",Gordon Douglas,"Henry Levin, Glenn Ford, Evelyn Keyes, John Ireland, Beulah Bondi, ","1,187",,"https://m.media-amazon.com/images/M/MV5BNmJhM2M2YmItMTkwOC00Yzg2LWEwYTEtOGExN2QxYTc3YmQxXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Henry Levin', 'Glenn Ford', 'Evelyn Keyes', 'John Ireland', 'Beulah Bondi']","['Crime', 'Drama', 'Romance']",0.6708860759493671,0.46464646464646464
Reporting for Christmas,,86.0,5.7,,"Drama, Romance",2023.0,"When an idealistic reporter is assigned a puff piece about a Christmas toy manufacturer over the holidays, a charming toymaker inspires her to search her heart to find true happiness.",Jack C. Newell,"Tamara Feldman, Matt Trudeau, Kelvin John Davis, Suzanne C Johnson, ",331,,"https://m.media-amazon.com/images/M/MV5BYjc3NzgyZTQtZTYwMS00MzE1LTg3MmItOGMwN2U5YzAyMTNhXkEyXkFqcGdeQXVyMzMzMDQ3MzY@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Tamara Feldman', 'Matt Trudeau', 'Kelvin John Davis', 'Suzanne C Johnson']","['Drama', 'Romance']",0.5569620253164558,0.4292929292929293
A Christmas Love Story,TV-G,84.0,6.9,,"Drama, Music, Romance",2019.0,"A youth choir director (Chenoweth) needs to write a big song for the Christmas Eve show but ""finds herself distracted"" when a boy with a golden voice (Kevin Quinn) joins her choir, which will come as news to his widowed father (Wolf).",Eric Close,"Kristin Chenoweth, Scott Wolf, Kevin Quinn, Keith D. Robinson, ","1,674",,"https://m.media-amazon.com/images/M/MV5BMDQ4MmJlOWQtNTJlOC00M2ZjLTk1N2YtMGM3NTY5ZDg1NDViXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Kristin Chenoweth', 'Scott Wolf', 'Kevin Quinn', 'Keith D. Robinson']","['Drama', 'Music', 'Romance']",0.708860759493671,0.41919191919191917
A Christmas Coincidence,TV-G,87.0,6.6,,"Drama, Romance",2018.0,A woman who accepts her boyfriend's marriage proposal is invited to her aunt's home for Christmas and develops romantic feelings for an inn owner.,Michael Robison,"Kimberley Sustad, Paul Campbell, Kathie Lee Gifford, Giles Panton, ","1,955",,"https://m.media-amazon.com/images/M/MV5BOTA3NTRjOGEtNGE2Yy00ZmRjLWJkNjctNzA2MGI3M2M1OWVmXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Kimberley Sustad', 'Paul Campbell', 'Kathie Lee Gifford', 'Giles Panton']","['Drama', 'Romance']",0.6708860759493671,0.43434343434343436
Snow Bride,TV-G,84.0,6.7,,"Comedy, Family, Romance",2013.0,"Greta Kaine (Katrina Law) is always in search of juicy gossip. As a gossip-tabloid reporter in Los Angeles, it's her job to expose the rich and famous. So when word gets out that the late ...                See full summary »",Bert Kish,"Katrina Law, Jordan Belfi, Patricia Richardson, Susie Abromeit, ","3,693",,"https://m.media-amazon.com/images/M/MV5BMjc4NmM1NzUtOTIwNy00MjQyLTgwY2MtZTQxNDA5M2U4ZTZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Katrina Law', 'Jordan Belfi', 'Patricia Richardson', 'Susie Abromeit']","['Comedy', 'Family', 'Romance']",0.6835443037974684,0.41919191919191917
Homegrown Christmas,TV-G,88.0,6.0,,Romance,2018.0,"After stepping down as CEO of her dream job, Maddie (Lori Loughlin) heads home for the holidays to gain perspective. She runs into her high-school sweetheart Carter (Victor Webster), and ...                See full summary »",Mel Damski,"Lori Loughlin, Victor Webster, Gwynyth Walsh, Isabella Giannulli, ","1,230",,"https://m.media-amazon.com/images/M/MV5BNWI4ODUxOTEtNzk1YS00ZTViLWJjZWMtNTI0ZDZmYTI4YjkzXkEyXkFqcGdeQXVyNjg1Mjc3MDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Lori Loughlin', 'Victor Webster', 'Gwynyth Walsh', 'Isabella Giannulli']",['Romance'],0.5949367088607596,0.4393939393939394
Blending Christmas,TV-PG,85.0,5.4,,"Comedy, Drama, Family",2021.0,The holiday season is in full swing when Emma learns that the resort where she used to spend Christmases with her family is being redeveloped.,Marla Sokoloff,"Haylie Duff, Aaron O'Connell, Christopher Knight, Mike Lookinland, ",507,,"https://m.media-amazon.com/images/M/MV5BNDYxZDgwN2EtOGZiYS00NDZlLThlOWEtMzI3ZWFjMmI2YTRhXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR36,0,140,209_AL_.jpg",Movie,"['Haylie Duff', ""Aaron O'Connell"", 'Christopher Knight', 'Mike Lookinland']","['Comedy', 'Drama', 'Family']",0.518987341772152,0.42424242424242425
The Best Man Holiday,R,123.0,6.6,59.0,"Comedy, Drama",2013.0,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",Malcolm D. Lee,"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs, ","16,694",$70.53M,"https://m.media-amazon.com/images/M/MV5BMjU0MTI1MDg5Ml5BMl5BanBnXkFtZTgwNzc2MTMzMDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Monica Calhoun', 'Morris Chestnut', 'Melissa De Sousa', 'Taye Diggs']","['Comedy', 'Drama']",0.6708860759493671,0.6161616161616161
A Bride for Christmas,TV-G,84.0,6.5,,"Comedy, Romance",2012.0,A single man tries to win a bet by getting a woman recovering from a broken engagement to marry him by Christmas.,Gary Yates,"Arielle Kebbel, Andrew W. Walker, Kimberley Sustad, Sage Brocklebank, ","4,595",,"https://m.media-amazon.com/images/M/MV5BY2IxMGNhMDMtNWQ4OC00ODA0LThkZjctYjUwNzljM2M0YjY2XkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Arielle Kebbel', 'Andrew W. Walker', 'Kimberley Sustad', 'Sage Brocklebank']","['Comedy', 'Romance']",0.6582278481012659,0.41919191919191917
A Taste of Christmas,TV-PG,91.0,5.5,,"Comedy, Romance",2020.0,"When Natalie learns her cousin Francesca must cancel the Christmas Eve opening of her new Italian restaurant, Natalie's heart goes out to all of the guests who were planning on attending.",Damián Romay,"Anni Krueger, Gilles Marini, Nia Vardalos, Emma Myers, ",625,,"https://m.media-amazon.com/images/M/MV5BMTljNDU1MzMtOGRkMC00NGEwLTliNzctODQ0NDRhYTJjMWVmXkEyXkFqcGdeQXVyNTYxMjExMzY@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Anni Krueger', 'Gilles Marini', 'Nia Vardalos', 'Emma Myers']","['Comedy', 'Romance']",0.5316455696202532,0.45454545454545453
A Veteran's Christmas,TV-G,84.0,7.0,,"Drama, Romance",2018.0,"After receiving an honorable discharge, a former Marine suffers a minor car accident which strands her in a small town for the Christmas season.",Mark Jean,"Sean Faris, Eloise Mumford, Mary Long, Amanda Lisman, ","2,305",,"https://m.media-amazon.com/images/M/MV5BYzk5MWNhODctMDY3MS00NzZhLWExMzgtMmZmMTM4ZGRhYjYyXkEyXkFqcGdeQXVyODMwMzc1MjU@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Sean Faris', 'Eloise Mumford', 'Mary Long', 'Amanda Lisman']","['Drama', 'Romance']",0.7215189873417722,0.41919191919191917
Christmas on the Farm,,86.0,5.2,,"Comedy, Drama, Romance",2021.0,A romantic comedy about a New York socialite who fakes her identity to get her book published and has to rush back to her deceased mother's farm when the publisher and her son come to visit their 'Australian' author.,Christopher Weekes,"Poppy Montgomery, Darren McMullen, Hugh Sheridan, Nicholas Brown, ",942,,"https://m.media-amazon.com/images/M/MV5BZmMwNzliNjItNDdmNi00NzA4LWE4MmItYmJmZTQ2NzkwODYwXkEyXkFqcGdeQXVyMTQ2Mzk5NTYz._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Poppy Montgomery', 'Darren McMullen', 'Hugh Sheridan', 'Nicholas Brown']","['Comedy', 'Drama', 'Romance']",0.49367088607594944,0.4292929292929293
Christmas by Design,,84.0,6.1,,"Comedy, Drama, Romance",2023.0,A fashion designer learns what's most important in life when she joins a Christmas challenge to create a new holiday-themed collection.,Max McGuire,"Rebecca Dalton, Jonathan Keltz, Joanna Douglas, Susan Hamann, ",658,,"https://m.media-amazon.com/images/M/MV5BMTAxNDY0YmItNGJhOC00YWNhLWJjMTctZmIxNTE4M2U1ZTJkXkEyXkFqcGdeQXVyMzA1Mjc2Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Rebecca Dalton', 'Jonathan Keltz', 'Joanna Douglas', 'Susan Hamann']","['Comedy', 'Drama', 'Romance']",0.6075949367088608,0.41919191919191917
A Holiday Spectacular,TV-G,85.0,7.2,,"Comedy, Drama, Romance",2022.0,"Set in 1958, follows Maggie who sneaks up to New York City to make her secret dream come true: dancing live on stage in the Christmas Spectacular at Radio City Music Hall, putting her high-society wedding plans on hold.",John Putch,"Ginna Claire Mason, Derek Klena, Sara Gallo, Tiffany Denise Hobbs, ","1,269",,"https://m.media-amazon.com/images/M/MV5BMWJlMzgxMjctMzJkYS00YzM3LWE1NjUtZGU1ODFlNWVjMjBiXkEyXkFqcGdeQXVyNjc3Mzg2ODY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Ginna Claire Mason', 'Derek Klena', 'Sara Gallo', 'Tiffany Denise Hobbs']","['Comedy', 'Drama', 'Romance']",0.7468354430379748,0.42424242424242425
Family for Christmas,TV-G,85.0,6.2,,"Drama, Family, Fantasy",2015.0,"After a conversation with a man playing Santa Claus during her office Christmas party, a woman wakes up to find herself married to her college sweetheart with two kids, and questions her life choices.",Amanda Tapping,"Lacey Chabert, Tyron Leitso, Milli Wilkinson, Audrey Smallman, ","2,581",,"https://m.media-amazon.com/images/M/MV5BOWQ4Yjg2NTgtZTk4Ni00YjIzLWJhYzUtYWMzOWU3YmQ1NjkyXkEyXkFqcGdeQXVyODE4NjAwNjk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Lacey Chabert', 'Tyron Leitso', 'Milli Wilkinson', 'Audrey Smallman']","['Drama', 'Family', 'Fantasy']",0.6202531645569621,0.42424242424242425
A Big Fat Family Christmas,TV-G,85.0,6.5,,"Comedy, Drama, Romance",2022.0,Liv gets an assignment to photograph the Chang family's annual holiday party for a front-page story--nobody at work knows that they are her family. She wants to confide in new co-worker Henry but doesn't want to jeopardize her big break.,Jennifer Liao,"Shannon Chan-Kent, Shannon Kook, Tia Carrere, Yee Jee Tso, ",798,,"https://m.media-amazon.com/images/M/MV5BNDkyNzllNjEtMDdiMi00ODA0LTliYmQtMjU0ZTViZDkwZjg0XkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Shannon Chan-Kent', 'Shannon Kook', 'Tia Carrere', 'Yee Jee Tso']","['Comedy', 'Drama', 'Romance']",0.6582278481012659,0.42424242424242425
Christmas Land,TV-G,84.0,5.8,,"Comedy, Drama, Family",2015.0,"After inheriting a Christmas tree farm, a woman's plans to sell it change when she falls in love with the townspeople and meets a charming lawyer named Tucker.",Sam Irvin,"Nikki Deloach, Luke Macfarlane, Jason-Shane Scott, Maureen McCormick, ","2,932",,"https://m.media-amazon.com/images/M/MV5BMTUwMzk3NTkzMF5BMl5BanBnXkFtZTgwNjc1Njk0NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Nikki Deloach', 'Luke Macfarlane', 'Jason-Shane Scott', 'Maureen McCormick']","['Comedy', 'Drama', 'Family']",0.569620253164557,0.41919191919191917
No Sleep 'Til Christmas,TV-14,90.0,6.5,,"Comedy, Romance",2018.0,A bartender and a businesswoman find they only have one thing in common; insomnia.,Phil Traill,"Odette Annable, Dave Annable, Charles Michael Davis, Alphonso McAuley, ","3,002",,"https://m.media-amazon.com/images/M/MV5BNjViODZmZDQtYTE1ZC00NmE0LTllZWEtYjBhMmQzZmUwNzNiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Odette Annable', 'Dave Annable', 'Charles Michael Davis', 'Alphonso McAuley']","['Comedy', 'Romance']",0.6582278481012659,0.4494949494949495
March of the Wooden Soldiers,Passed,77.0,7.1,,"Comedy, Family, Fantasy",1934.0,"Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",Gus Meins,"Charley Rogers, Stan Laurel, Oliver Hardy, Virginia Karns, Charlotte Henry, ","7,433",,"https://m.media-amazon.com/images/M/MV5BZTYxNzA3ZDUtYTM2MC00MmM5LThmNzUtMDgzZWJmYjcyNTc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Charley Rogers', 'Stan Laurel', 'Oliver Hardy', 'Virginia Karns', 'Charlotte Henry']","['Comedy', 'Family', 'Fantasy']",0.7341772151898734,0.3838383838383838
A Christmas Miracle for Daisy,,85.0,5.9,,Romance,2021.0,"Whitney (Wagner) owns Marietta Designs, an interior-design firm which she runs with her friend Andi (Tegan Moss). She's designing Santa's float for the town's annual Christmas parade when a...                See full summary »",Mike Rohl,"Jill Wagner, Nick Bateman, Rubi Tupper, Tegan Moss, ","2,714",,"https://m.media-amazon.com/images/M/MV5BY2Q1MjgwY2EtNTM0Yi00ODJhLWEzZjItZjkzMDUxMWNmOGRhXkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Jill Wagner', 'Nick Bateman', 'Rubi Tupper', 'Tegan Moss']",['Romance'],0.5822784810126583,0.42424242424242425
